brand,model,capacity,price_per_gb,type,cache,form_factor,interface,price
Western Digital,XE,900 GB,,10000RPM,32,"2.5""",SAS 6 Gb/s,
Hitachi,0S03364,4 TB,,5400RPM,32,"3.5""",SATA 6 Gb/s,
Axiom,Mac Signature III,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Axiom,Mac Signature III,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Axiom,AXI-SSD25M3400B,400 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Axiom,Signature III,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Axiom,Signature III,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M6 PRO,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,TS1TSSD370,1 TB,$0.407,SSD,,"2.5""",SATA 6 Gb/s,407.02
Hitachi,Ultrastar 7K4000,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Hitachi,Ultrastar He8,8 TB,,7200RPM,128,"3.5""",SAS 6 Gb/s,
Seagate,ST4000NM0044,4 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Silicon Power,S70,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Deskstar NAS,4 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
HP,653950-001,146 GB,$1.740,15000RPM,,"2.5""",SAS 6 Gb/s,253.99
Seagate,ST2000NM0044,2 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Axiom,SSD25A37240-AX,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Edge,Tech Boost Pro Slim,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Data Center Series,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SanDisk,X300S,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,Super Boot Drive,32 GB,,SSD,,M.2-2242,M.2 (B+M),
MyDigitalSSD,Super Boot Drive,64 GB,,SSD,,M.2-2242,M.2 (B+M),
MyDigitalSSD,Super Boot Eco,64 GB,,SSD,,M.2-2242,M.2 (B+M),
MyDigitalSSD,Super Boot Eco,128 GB,,SSD,,M.2-2242,M.2 (B+M),
MyDigitalSSD,Bullet Proof 4 Eco,256 GB,,SSD,,mSATA,mSATA,
Hitachi,Deskstar,3 TB,,5400RPM,32,"3.5""",SATA 6 Gb/s,
Seagate,SV35 Series,1 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,3 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,SV35 Series,3 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,4 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,5 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,Surveillance HDD,5 TB,,5400RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,ST6000NM0084,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,ST6000NM0104,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,ST900MM0128,900 GB,$0.143,10000RPM,128,"2.5""",SAS 12 Gb/s,129.00
Samsung,PM853T Data Center Series,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,XP941,256 GB,,SSD,,M.2-2280,M.2 (M),
Silicon Power,SlimS80,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,TS64GMSA370,64 GB,$0.782,SSD,,mSATA,mSATA,50.08
VisionTek,Go Drive,240 GB,$0.810,SSD,,"2.5""",SATA 6 Gb/s,194.48
Kingston,SMS200S3/120G,120 GB,$0.833,SSD,,mSATA,mSATA,99.99
Intel,DC S3610,400 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3610,480 GB,$0.535,SSD,,"2.5""",SATA 6 Gb/s,256.99
Intel,DC S3610,800 GB,$0.365,SSD,,"2.5""",SATA 6 Gb/s,291.91
Mushkin,ECO2,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Striker,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,Premier Pro SP920,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Force LS,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Micron,M600,256 GB,,SSD,,mSATA,mSATA,
SanDisk,X300S,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,535 Series,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,535 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,535 Series,360 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Radeon R7,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Radeon R7,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,PurpleNV,4 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Hitachi,Ultrastar He8,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Corsair,Neutron XT,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,S800 S846,2 TB,,SSD,,"2.5""",SAS 6 Gb/s,
Toshiba,PH3600U-1I72,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Intel,SSDSC2BB800G601,800 GB,$0.288,SSD,,"2.5""",SATA 6 Gb/s,230.01
Intel,SSDSC2BW480H6R5,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Atlas Vital,120 GB,,SSD,,M.2-2280,M.2 (B+M),
Mushkin,Atlas Vital,240 GB,,SSD,,M.2-2280,M.2 (B+M),
PNY,CS1211,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
PNY,SSD7CS2111-960-RB,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
VisionTek,900623-BUNDLE,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,MMDOE56G5MXP-0VB,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Travelstar Z5K320,250 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Seagate,ST2000NX0353,2 TB,,7200RPM,128,"2.5""",SAS 12 Gb/s,
ADATA,XPG SX930,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Atlas Vital,480 GB,,SSD,,M.2-2280,M.2 (B+M),
Mushkin,Atlas Vital,500 GB,,SSD,,M.2-2280,M.2 (B+M),
SanDisk,Ultra II,256 GB,,SSD,,mSATA,mSATA,
Team,Ultra L5,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SanDisk,Z400s,32 GB,,SSD,,mSATA,mSATA,
Eluktro,Pro Performance,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Eluktro,Pro Performance,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Zotac,Premium Edition,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Zotac,Premium Edition,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Momentus 5400.3,80 GB,$0.537,5400RPM,8,"2.5""",PATA 100,42.99
Hitachi,Ultrastar Archive Ha10,10 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
Toshiba,HDWJ105XZSTA,500 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Seagate,ST6000VN0021,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Kingston,FURY,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,BP5e Slim 7,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,540s,180 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Torch LE,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M7V,256 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,BP5e Slim 7,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,750 Series,1.2 TB,$0.308,SSD,,"2.5""",U.2,370.00
Plextor,M6V,128 GB,,SSD,128,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,80mm BP5e,240 GB,,SSD,,M.2-2280,M.2 (B+M),
Corsair,Neutron XTi,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Avexir,E100,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,SM961,128 GB,,SSD,,M.2-2280,M.2 (M),
Plextor,M8Pe,128 GB,,SSD,512,M.2-2280,M.2 (M),
Plextor,M8Pe,128 GB,,SSD,512,M.2-2280,M.2 (M),
Plextor,M7V,128 GB,,SSD,256,M.2-2280,M.2 (B+M),
Plextor,M7V,256 GB,,SSD,512,M.2-2280,M.2 (B+M),
Plextor,M7V,512 GB,,SSD,1024,M.2-2280,M.2 (B+M),
Toshiba,VX500,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,Pro 5400s,360 GB,$1.333,SSD,,"2.5""",SATA 6 Gb/s,480.00
Hyundai Technology,Cobalt,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Ultrastar,1.2 TB,,10520RPM,128,"3.5""",SAS 12 Gb/s,
Mushkin,Triactor 3D,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Mushkin,Triactor 3D,512 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,SBX,1 TB,,SSD,,M.2-2280,M.2 (M),
MyDigitalSSD,SBX,512 GB,,SSD,,M.2-2280,M.2 (M),
Hitachi,HGST Ultrastar,300 GB,,10520RPM,128,"2.5""",SAS 12 Gb/s,
Hitachi,HGST Ultrastar,6 TB,,7200RPM,128,"3.5""",SAS 12 Gb/s,
Hitachi,HGST Ultrastar,2 TB,,7200RPM,128,"3.5""",SAS 12 Gb/s,
Avexir,S100,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Avexir,S100,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Avexir,S100,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Avexir,S100,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Team,P30,480 GB,,SSD,,M.2-2280,M.2 (M),
Eluktronics,TRO-1TB-PRO-X,1 TB,,SSD,,M.2-2280,M.2 (M),
Drevo,X1 Pro,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Enterprise Capacity,2 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise Capacity,4 TB,,7200RPM,128,"3.5""",SAS 12 Gb/s,
Seagate,Nytro Enterprise,1.92 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Nytro Enterprise,800 GB,,SSD,,"2.5""",SAS 12 Gb/s,
Seagate,Nytro Enterprise,800 GB,,SSD,,"2.5""",U.2,
Seagate,Enterprise Capacity,10 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
Seagate,Enterprise Capacity,8 TB,,7200RPM,256,"3.5""",SATA 6 Gb/s,
Toshiba,HDEPR11GEA51,4 TB,$0.050,7200RPM,128,"3.5""",SATA 6 Gb/s,198.25
Toshiba,MG04ACA200N,2 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Intel,Pro 7600p,1 TB,,SSD,,M.2-2280,M.2 (M),
Micron,2200,512 GB,,SSD,,M.2-2280,M.2 (M),
VisionTek,900802,256 GB,$0.259,SSD,,"2.5""",SATA 6 Gb/s,66.31
VisionTek,PRO2,120 GB,,SSD,,M.2-2280,M.2 (M),
VisionTek,PRO2,250 GB,$0.560,SSD,,M.2-2280,M.2 (M),139.99
Seagate,Nytro Enterprise,480 GB,$0.370,SSD,,"2.5""",SATA 6 Gb/s,177.39
QNAP,M2080,256 GB,,SSD,,M.2-2280,M.2 (B+M),
Silicon Power,AceA56,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3500,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC P4101,512 GB,,SSD,,M.2-2280,M.2 (M),
Intel,DC S3110,512 GB,,SSD,,M.2-2280,M.2 (B+M),
Intel,DC S3610,480 GB,$0.359,SSD,,"2.5""",SATA 6 Gb/s,172.53
Intel,DC S3110,1.024 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3500,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,SM863,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,ST1000LM050,1 TB,,7200RPM,,"2.5""",SATA 6 Gb/s,
Lenovo,5300,480 GB,$0.639,SSD,,"2.5""",SATA 6 Gb/s,306.62
VisionTek,PRO ECS,500 GB,$0.225,SSD,,"2.5""",SATA 6 Gb/s,112.72
VisionTek,PRO ECS,1 TB,$0.212,SSD,,"2.5""",SATA 6 Gb/s,211.99
Angelbird,AV PRO MK3,500 GB,$0.370,SSD,,"2.5""",SATA 6 Gb/s,184.95
Seagate,Constellation ES,2 TB,$0.040,7200RPM,16,"3.5""",SAS 6 Gb/s,80.00
Lenovo,5300,480 GB,$0.432,SSD,,"2.5""",SATA 6 Gb/s,207.49
Samsung,Spinpoint M5,160 GB,$0.307,5400RPM,8,"2.5""",PATA 100,49.19
Seagate,EXOS Enterprise,1 TB,$0.184,7200RPM,,"2.5""",SAS 12 Gb/s,184.00
Seagate,Constellation ES.3,1 TB,$0.330,7200RPM,128,"3.5""",SAS 6 Gb/s,329.59
Seagate,Constellation ES,1 TB,$0.345,7200RPM,16,"3.5""",SAS 6 Gb/s,345.05
Toshiba,MG03SCA400,4 TB,$0.030,7200RPM,64,"3.5""",SAS 6 Gb/s,119.99
Seagate,ST2000NM0014,2 TB,$0.066,7200RPM,128,"3.5""",SAS 12 Gb/s,131.30
Seagate,Enterprise Capacity,8 TB,$0.036,7200RPM,256,"3.5""",SAS 12 Gb/s,291.88
VisionTek,PRO XMN,500 GB,$0.180,SSD,,M.2-2280,M.2 (M),89.99
Intel,320 Series,600 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow KC100 Series,240 GB,$2.495,SSD,,"2.5""",SATA 6 Gb/s,598.69
Intel,525 Series,30 GB,,SSD,,mSATA,mSATA,
Crucial,M4,64 GB,$5.903,SSD,,mSATA,mSATA,377.77
Plextor,M5M,64 GB,$2.884,SSD,128,mSATA,mSATA,184.59
Seagate,Constellation ES.3,4 TB,$0.152,7200RPM,128,"3.5""",SAS 6 Gb/s,610.00
Seagate,Constellation ES.3,1 TB,,7200RPM,128,"3.5""",SAS 6 Gb/s,
Hitachi,Ultrastar C10K900,900 GB,$0.242,10000RPM,64,"2.5""",SAS 6 Gb/s,218.11
Toshiba,Product Series:AL13SE,900 GB,,10500RPM,64,"2.5""",SAS 6 Gb/s,
Hitachi,Ultrastar C10K1200,1.2 TB,$0.071,10000RPM,64,"2.5""",SAS 6 Gb/s,85.00
Intel,730 Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
VisionTek,900610,60 GB,$5.987,SSD,,mSATA,mSATA,359.20
Seagate,ST2000NX0273,2 TB,$0.102,7200RPM,128,"2.5""",SAS 12 Gb/s,205.00
Corsair,Neutron XT,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3710,800 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,ST1000NX0333,1 TB,$0.184,7200RPM,128,"2.5""",SAS 12 Gb/s,184.00
Seagate,ST2000NX0343,2 TB,$0.156,7200RPM,128,"2.5""",SAS 12 Gb/s,312.12
Seagate,Enterprise Capacity,8 TB,$0.041,7200RPM,256,"3.5""",SAS 6 Gb/s,330.74
VisionTek,PRO ECS,2 TB,$0.179,SSD,,"2.5""",SATA 6 Gb/s,358.63
Angelbird,ED381,480 GB,$0.812,SSD,,"2.5""",SATA 6 Gb/s,389.90
Angelbird,ED381,1.92 TB,$0.859,SSD,,"2.5""",SATA 6 Gb/s,1649.90
Western Digital,VelociRaptor,600 GB,$0.217,10000RPM,32,"2.5""",SATA 6 Gb/s,130.00
Western Digital,RE2,500 GB,$0.186,7200RPM,16,"3.5""",SATA 3 Gb/s,93.01
Western Digital,RE2,320 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Western Digital,RE2-GP,500 GB,$0.318,7200RPM,16,"3.5""",SATA 3 Gb/s,159.00
Western Digital,CaviarGreen,640 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Western Digital,ScorpioBlack,320 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,ScorpioBlack,120 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,AV-GP,750 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Western Digital,AV-25,320 GB,,5400RPM,32,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,250 GB,,5400RPM,32,"2.5""",SATA 3 Gb/s,
Western Digital,AV-25,160 GB,,5400RPM,32,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar,640 GB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,Deskstar,750 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Hitachi,Deskstar,750 GB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Intel,X25-E,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-E,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X18-M,80 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X18-M,80 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X18-M,160 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,160 GB,$1.244,SSD,,"2.5""",SATA 3 Gb/s,199.00
Intel,X18-M,80 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X18-M,160 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X18-M,160 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3 EG,750 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3 EG,500 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3 EG,250 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,320 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,320 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,160 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,160 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3 RE,640 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,750 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,500 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,320 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,250 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,640 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,320 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,250 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 DT,160 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 RAID,320 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 CE,750 GB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 CE,500 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 CE,320 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 CE,250 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint M7E,250 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint M7E,160 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
OCZ,Colossus,250 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
OCZ,Colossus LT,120 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
OCZ,Vertex 2 Pro,100 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2 Pro,200 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Limited,200 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,200 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,50 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,400 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Turbo,30 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Turbo,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex,90 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex,250 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility,30 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Solid 2,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Solid 2,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Onyx,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Onyx,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,CaviarBlue,500 GB,$0.440,7200RPM,16,"3.5""",PATA 100,220.00
Western Digital,CaviarBlue,160 GB,,7200RPM,8,"3.5""",PATA 100,
Western Digital,AV,500 GB,$0.200,7200RPM,8,"3.5""",PATA 100,99.99
Seagate,Momentus,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,180 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Barracuda,160 GB,,7200RPM,2,"3.5""",PATA 100,
Seagate,Pipeline HD,160 GB,,5900RPM,8,"3.5""",SATA 3 Gb/s,
Western Digital,CaviarGreen,1.5 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow E Series,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V Series,30 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V Series,30 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ Series,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ Series,64 GB,$3.514,SSD,,"2.5""",SATA 3 Gb/s,224.88
Kingston,SSDNow V100,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V100 Series,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V100,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V100,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ 100E,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+100,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,RealSSD C300,64 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Crucial,RealSSD C300,128 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Crucial,RealSSD C300,256 GB,,SSD,,"1.8""",Micro SATA 6 Gb/s,
Crucial,RealSSD C300,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 2,40 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
OCZ,Vertex 2,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,80 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,120 GB,,SSD,,"3.5""",SATA 3 Gb/s,
OCZ,Vertex 2,180 GB,,SSD,,"3.5""",SATA 3 Gb/s,
OCZ,Agility 2,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,180 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,90 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,120 GB,,SSD,,"3.5""",SATA 3 Gb/s,
Corsair,Force,90 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Nova,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
ADATA,S599,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
G.Skill,Phoenix Series,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
G.Skill,Sniper Gaming Series,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
G.Skill,Phoenix Pro Series,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
G.Skill,Phoenix Series,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Onyx 2 Series,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Mushkin,Callisto Deluxe,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Mushkin,Callisto Deluxe,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Onyx Series,32 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Samsung,470 Series,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar,250 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Hitachi,Travelstar,160 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,RE4,250 GB,,7200RPM,64,"3.5""",SATA 3 Gb/s,
Western Digital,RE2,500 GB,$0.295,7200RPM,16,"3.5""",SATA 3 Gb/s,147.62
Western Digital,VelociRaptor,300 GB,,10000RPM,16,"3.5""",SATA 3 Gb/s,
Seagate,Barracuda,160 GB,,7200RPM,8,"3.5""",SATA 6 Gb/s,
OCZ,Vertex 2,180 GB,,SSD,,"1.8""",Micro SATA 3 Gb/s,
Zalman,N Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
